"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"228599_at",1.68782632055875,7.36535228822729,5.30424957666241,8.73934000184616e-06,0.000234759416332679,3.47978769247809
"230058_at",1.12733546237758,6.36768208130793,5.25499258995891,1.00719712856264e-05,0.000261981460533598,3.34237584642938
"208650_s_at",1.48953923006496,5.63806618539445,5.25480970157391,1.00772800728213e-05,0.000261994906315505,3.34186571439409
"230877_at",1.7330615380096,6.91331609000797,5.24627303487064,1.03282158190514e-05,0.000266595892588471,3.31805497907419
"232286_at",1.15307630059063,5.75360694706303,5.23320799534466,1.07244119933068e-05,0.000274639158201106,3.2816161713899
"227198_at",1.20401702331983,6.66817287248966,5.18571894555915,1.22968285618257e-05,0.00030338581247401,3.14919793903501
"231647_s_at",1.51849957008946,4.27664886434405,5.16978043244298,1.2874614105089e-05,0.000314148802620692,3.10476714127172
"206255_at",1.03923613605931,6.48452550687959,5.13837002954682,1.40938374930861e-05,0.000336204434962689,3.01722676055442
"222529_at",1.14469398018334,8.91303257381516,5.1322324779226,1.43452080234573e-05,0.00034071426962751,3.00012488843113
"209995_s_at",1.33509385229153,7.96494457247326,5.12828887118676,1.45090799313285e-05,0.00034385953413324,2.98913691432325
"230000_at",1.21514942637438,8.74179237313533,5.10736998847382,1.54101006400923e-05,0.000358530745743425,2.9308595612929
"39318_at",1.58505773804643,7.9492510934576,5.10509493288988,1.55113988808477e-05,0.000359968477848195,2.92452242674571
"206676_at",1.68666474972101,4.57371444024434,5.09429752132156,1.60012958403517e-05,0.000368832567483655,2.89444884510968
"241893_at",1.01712899992475,5.55153816449125,5.08529249647636,1.64216562175784e-05,0.000376458722723732,2.86937070019659
"237577_at",1.1749378297217,3.59361375803545,5.06151872120935,1.75851292317414e-05,0.000397982745213964,2.80317753487305
"244546_at",1.35808966672458,4.88968695433858,5.05127061133522,1.81116941254899e-05,0.000406843416726032,2.77465060341536
"242665_at",1.01658041793535,3.84101680280386,5.02421905819008,1.95784143741265e-05,0.000432854753702128,2.69937008809842
"204467_s_at",1.4179780575882,7.31146304147406,5.02308267902288,1.96425556856698e-05,0.00043392191196525,2.69620840157217
"228592_at",1.59039599248647,10.6718044140245,5.02023363470155,1.98042885240068e-05,0.000435734195191176,2.68828191102746
"1557852_at",1.05134317639186,3.89801260653505,5.01457531519385,2.01294438016999e-05,0.000439766580932375,2.67254065163318
"228527_s_at",1.12352986001045,6.2898914098094,4.99500950154419,2.12953589924071e-05,0.00045893723015761,2.61812053394328
"215925_s_at",1.24402208293424,6.63546564751028,4.91836113253215,2.65480008162663e-05,0.000542418514435487,2.40511672885453
"233884_at",1.02143482723731,3.53419334363571,4.88381581629615,2.93194654608322e-05,0.000585265342851771,2.3092232358249
"242836_at",1.10334413391514,5.52932080186989,4.86803738482583,3.06793471013367e-05,0.000607311116135258,2.26544857686081
"237009_at",1.82023714599631,7.41493263398918,4.86586340890375,3.0871568212373e-05,0.000610232462766267,2.25941847808147
"209374_s_at",1.3041929862525,10.5805657921038,4.85021510788754,3.2290984968597e-05,0.000630536389341529,2.21602282788374
"243182_at",1.41116182589833,4.78413523659693,4.84960088190483,3.23480047934928e-05,0.000630976511624767,2.21431979363298
"236254_at",1.03059158983998,6.80118896592509,4.84918597981812,3.23865776469517e-05,0.000631503613711514,2.21316942917873
"219737_s_at",1.37477972683203,6.06229385291752,4.81799816162658,3.54209237348447e-05,0.000674552074260758,2.12673106971923
"1553186_x_at",1.03965387410177,7.296232972558,4.80467213896316,3.68021313577737e-05,0.000695045434192151,2.08981819739713
"201996_s_at",1.24966686907809,7.26301575336459,4.80226869835491,3.70568806835179e-05,0.000698168487722724,2.0831620682396
"221683_s_at",1.04939752006329,3.99230384137921,4.7837435929628,3.90801487359515e-05,0.000726771133380322,2.03187261143055
"235643_at",1.00173334200009,6.35205528023495,4.75168515476945,4.28441507112432e-05,0.000780574455227332,1.94317586352718
"235400_at",1.31640602567854,5.65550141914977,4.73251802010017,4.52643700920945e-05,0.000813286044950794,1.89018470285618
"1553185_at",1.01998527372257,7.96487654613622,4.71258013104709,4.79260203469764e-05,0.000845003277159282,1.83509487116715
"205950_s_at",1.5613665347967,6.00056899040871,4.58443957707812,6.91499314700408e-05,0.00111691949870738,1.48189328037645
"219672_at",1.329534335262,6.37407569985119,4.58185333611206,6.966266781498e-05,0.00112420494769304,1.47478123107507
"205511_at",1.03535354657534,5.22953616900222,4.57264468867935,7.15191003581837e-05,0.00114840141324044,1.44946355195511
"236000_s_at",1.12784011223763,7.62524994948626,4.57250872030734,7.15468750586891e-05,0.00114851009801345,1.44908979605252
"215047_at",1.34782954611095,7.17942287313,4.55774570581694,7.46269931805116e-05,0.00118508011970504,1.40852030387186
"243296_at",1.32529681336309,9.63640362760067,4.51979542465597,8.31605289054586e-05,0.00128424538957104,1.30434050087294
"232569_at",1.08764453918211,4.32324937383007,4.51465334968743,8.43887233920542e-05,0.00129751221919588,1.29023710391973
"209890_at",1.08538685726338,6.43865513786267,4.48983124229899,9.05746272581701e-05,0.00137141172676279,1.22219950138193
"205900_at",1.03333891039973,5.64745732947007,4.4821041451283,9.25903139828028e-05,0.00139613221649469,1.20103428185864
"221969_at",1.26811151944132,7.17208217889669,4.47083621106262,9.56094216125508e-05,0.00142904459449596,1.17018324418031
"210356_x_at",1.31428831436072,9.27877840093314,4.45502437903306,0.000100010788342886,0.00147666482653182,1.12691735054496
"205049_s_at",1.21629220036239,7.97348867077078,4.41104653682367,0.000113333260261332,0.00162642248274243,1.00674612530069
"230014_at",1.23868559178916,5.60935787876349,4.3219551301344,0.000145922208391113,0.00197972623915239,0.764093049816303
"1564378_a_at",1.17021652145259,4.18255784562205,4.32167753735828,0.000146036972807694,0.00198079173611032,0.763338736037044
"217418_x_at",1.2876386687173,9.25128243097305,4.3101561487503,0.000150879549455516,0.00203335946918422,0.73204118080348
"235401_s_at",1.48226648523846,6.2355509636275,4.24940565902137,0.000179152882210042,0.00232874306963787,0.567344964038838
"214916_x_at",1.00916155295209,7.97328899403175,4.18660706676679,0.000213858621558815,0.00266288320057577,0.397711061527354
"223670_s_at",1.03013888600959,5.51549189235223,4.16821002062851,0.000225223626186212,0.00276100936361684,0.348140794339565
"234151_at",1.02130160043448,8.42638825173836,4.15372616511499,0.000234587096758097,0.00285150055919274,0.309155541257114
"204466_s_at",1.16174152446862,8.80051011493918,4.12414056885706,0.000254917950953017,0.00303393161863346,0.229636712286303
"207269_at",1.18220147896833,5.66449753134783,3.96399643211001,0.00039885464928856,0.00430720480937232,-0.197927014451364
"1562255_at",1.02629012277309,5.61434215664095,3.7772305402621,0.000668640785095952,0.00638343546797995,-0.689688147132468
"236571_at",1.00092829701987,7.07116039566935,3.76576605510096,0.000690039279754763,0.00653725269065395,-0.719606600750597
